indicator_type,Company,Sector,Country,Region,Indicator,KPI,Unit,year,value
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,White male employees,%,2023,5
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,White male employees,%,2022,5.3
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,White male employees,%,2021,6.2
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,White male employees,%,2020,6
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Black female employees,%,2023,43
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Black female employees,%,2022,41.5
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Black female employees,%,2021,40.5
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Black female employees,%,2020,42
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,White female employees,%,2023,8
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,White female employees,%,2022,8.9
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,White female employees,%,2021,8.7
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,White female employees,%,2020,8
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employee remuneration,Salaries and wages,Rand/month,2023,1350302
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employee remuneration,Salaries and wages,Rand/month,2022,1350027
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employee remuneration,Salaries and wages,Rand/month,2021,1292460
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employment equity,Management composition - Top and Senior,%,2023,1
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employment equity,Management composition - Middle,%,2023,16
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employment equity,Management composition - Junior,%,2023,35
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employment equity,Management composition - Semi-skilled,%,2023,45
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employment equity,Management composition - Unskilled,%,2023,4
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Employees between 20 - 29 years,%,2023,12
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Employees between 30 - 39 years,%,2023,34
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Employees between 40 - 49 years,%,2023,28
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Employees between 50 - 59 years,%,2023,18
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Employees over 60 years,%,2023,8
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Average age,Years,2023,41.9
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Average age,Years,2022,42
Social,Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Average age,Years,2021,42
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employee tenure,0-2 years,%,2023,32
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employee tenure,3-5 years,%,2023,14
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employee tenure,6-10 years,%,2023,28
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employee tenure,11-20 years,%,2023,17
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employee tenure,20+ years,%,2023,9
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employee tenure,Average tenure,Years,2023,7.9
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employee tenure,Average tenure,Years,2022,9
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employee tenure,Average tenure,Years,2021,9
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,Types of employees - TGP,%,2023,53
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,Types of employees - TGP,%,2022,55.8
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,Types of employees - TGP,%,2021,53.9
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,Types of employees - BRG,%,2023,38
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,Types of employees - BRG,%,2022,38.4
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,Types of employees - BRG,%,2021,39.9
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,Types of employees - Fixed term contract,%,2023,9
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,Types of employees - Fixed term contract,%,2022,5.8
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,Types of employees - Fixed term contract,%,2021,6.2
Social,Adcock Ingram,Healthcare,South Africa,Africa,Labour,Man hours worked,Hours,2023,4713690
Social,Adcock Ingram,Healthcare,South Africa,Africa,Labour,Sick days taken,Days,2023,18947
Social,Adcock Ingram,Healthcare,South Africa,Africa,Labour,Absenteeism rate,%,2023,3.3
Social,Adcock Ingram,Healthcare,South Africa,Africa,Labour,Unionised employees,%,2023,46
Social,Adcock Ingram,Healthcare,South Africa,Africa,Labour,Unionised employees,%,2022,46
Social,Adcock Ingram,Healthcare,South Africa,Africa,Labour,Unionised employees,%,2021,49
Social,Adcock Ingram,Healthcare,South Africa,Africa,Labour,Unionised employees,%,2020,48.6
Social,Adcock Ingram,Healthcare,South Africa,Africa,Labour,Unionised employees,Number,2023,1074
Social,Adcock Ingram,Healthcare,South Africa,Africa,Labour,Unionised employees,Number,2022,1071
Social,Adcock Ingram,Healthcare,South Africa,Africa,Labour,Unionised employees,Number,2021,1081
Social,Adcock Ingram,Healthcare,South Africa,Africa,Labour,Unionised employees,Number,2020,1161
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,ICAS engagement rate,%,2023,10.4
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,ICAS engagement rate,%,2022,34
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,ICAS engagement rate,%,2021,29
Social,Adcock Ingram,Healthcare,South Africa,Africa,Health and safety,Number of employees who got tested for HIV,Number,2023,701
Social,Adcock Ingram,Healthcare,South Africa,Africa,Health and safety,Number of employees who got tested for HIV,Number,2022,474
Social,Adcock Ingram,Healthcare,South Africa,Africa,Health and safety,Number of employees who got tested for HIV,Number,2021,209
Social,Adcock Ingram,Healthcare,South Africa,Africa,Health and safety,Site clinic visits,Number,2023,9968
Social,Adcock Ingram,Healthcare,South Africa,Africa,Health and safety,Site clinic visits,Number,2022,9560
Social,Adcock Ingram,Healthcare,South Africa,Africa,Health and safety,Site clinic visits,Number,2021,9913
Social,Adcock Ingram,Healthcare,South Africa,Africa,Health and safety,Number of employees who tested positive,Number,2023,10
Social,Adcock Ingram,Healthcare,South Africa,Africa,Health and safety,Number of employees who tested positive,Number,2022,9
Social,Adcock Ingram,Healthcare,South Africa,Africa,Health and safety,Number of employees who tested positive,Number,2021,4
Social,Adcock Ingram,Healthcare,South Africa,Africa,Health and safety,Employees with medical aid,%,2023,51
Social,Adcock Ingram,Healthcare,South Africa,Africa,Health and safety,Employees with medical aid,%,2022,51
Social,Adcock Ingram,Healthcare,South Africa,Africa,Health and safety,Employees with medical aid,%,2021,51
Social,Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Number of employees trained for skills including internal and external training interventions,Number,2023,254
Social,Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Number of employees - Differently abled trained for skills including internal and external training interventions,Number,2023,49
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,Number of disciplinary cases,Number,2023,254
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,Number of disciplinary cases,Number,2022,367
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,Number of disciplinary cases,Number,2021,213
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,Number of dismissals,Number,2023,39
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,Number of dismissals,Number,2022,25
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,Number of dismissals,Number,2021,26
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,Employee turnover rate,%,2023,9.2
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,Employee turnover rate,%,2022,12
Social,Adcock Ingram,Healthcare,South Africa,Africa,Employees,Employee turnover rate,%,2021,16
Social,Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Training spend,Rmillion,2023,56
Social,Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Training spend,Rmillion,2022,47.8
Social,Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Training spend,Rmillion,2021,47.9
Social,Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Training spend,Rmillion,2020,37
Social,Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Training spend on black employees as a % of payroll,%,2022,3.1
Social,Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Training spend on black employees as a % of payroll,%,2021,3.2
Social,Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Skills development spend on black employees,Rmillion,2023,52
Social,Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Skills development spend on black employees,Rmillion,2022,40
Social,Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Skills development spend on black employees,Rmillion,2021,39.9
Social,Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Training spend on employees with disabilities as a % of payroll,%,2023,0.37
Social,Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Training spend on employees with disabilities as a % of payroll,%,2022,0.4
Social,Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Training spend on employees with disabilities as a % of payroll,%,2021,0.35
Social,Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Spend on study assistance,Rand,2023,1600000
Social,Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Spend on study assistance,Rand,2022,650567
Social,Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Spend on study assistance,Rand,2021,212712
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Number of fatalities,Number,2023,0
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Number of fatalities,Number,2022,0
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Number of fatalities,Number,2021,0
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Number of fatalities,Number,2020,0
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,First aid cases,Number,2023,184
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,First aid cases,Number,2022,221
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,First aid cases,Number,2021,191
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,First aid cases,Number,2020,271
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Total recordable injuries,Number,2023,45
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Total recordable injuries,Number,2022,46
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Total recordable injuries,Number,2021,31
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Total recordable injuries,Number,2020,55
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Medical treatment cases (MTC),Number,2023,26
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Medical treatment cases (MTC),Number,2022,17
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Medical treatment cases (MTC),Number,2021,15
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Medical treatment cases (MTC),Number,2020,39
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Lost time injuries (LTIs),Number,2023,19
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Lost time injuries (LTIs),Number,2022,29
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Lost time injuries (LTIs),Number,2021,16
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Lost time injuries (LTIs),Number,2020,16
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Fatal injury frequency rate (FIFR),Rate,2023,0
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Fatal injury frequency rate (FIFR),Rate,2022,0
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Fatal injury frequency rate (FIFR),Rate,2021,0
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Fatal injury frequency rate (FIFR),Rate,2020,0
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Lost-time injury frequency rate (LTIFR),Rate,2023,0.82
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Lost-time injury frequency rate (LTIFR),Rate,2022,1.3
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Lost-time injury frequency rate (LTIFR),Rate,2021,0.45
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Lost-time injury frequency rate (LTIFR),Rate,2020,0.2
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Total recordable injury frequency rate (TRIFR),Rate,2023,1.94
Social,Adcock Ingram,Healthcare,South Africa,Africa,Safety,Total recordable injury frequency rate (TRIFR),Rate,2022,2.05
Social,Adcock Ingram,Healthcare,South Africa,Africa,CSI,CSI spend,Rmillion,2023,8.4
Social,Adcock Ingram,Healthcare,South Africa,Africa,CSI,CSI spend,Rmillion,2022,8.1
Social,Adcock Ingram,Healthcare,South Africa,Africa,CSI,CSI spend,Rmillion,2021,11.6
Social,Adcock Ingram,Healthcare,South Africa,Africa,Supply chain,Supplier and enterprise development spend,Rmillion,2023,13.1
Social,Adcock Ingram,Healthcare,South Africa,Africa,Supply chain,Supplier and enterprise development spend,Rmillion,2022,13.9
Social,Adcock Ingram,Healthcare,South Africa,Africa,Supply chain,Supplier and enterprise development spend,Rmillion,2021,9.8
